UID	TCID	QUID	Reaction	Evalue	Identity
P77315	3.A.1.2.27	P77315	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	0.0	100.0
P77315	3.A.1.2.27	P77672	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	9.379999999999999e-30	31.023
P77315	3.A.1.2.27	P0AGI1	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	1.47e-58	39.365
P77315	3.A.1.2.27	P0AGI4	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	1.33e-35	39.752
P77315	3.A.1.2.27	P23200	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	2.99e-32	31.928
P77315	3.A.1.2.27	P39328	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	3.4400000000000004e-31	33.136
P77509	3.A.1.2.27	P77509	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	0.0	100.0
P77509	3.A.1.2.27	P0A9U1	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	7.89e-15	30.516
P77509	3.A.1.2.27	P68187	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	3.6399999999999994e-23	31.621
P77509	3.A.1.2.27	P32721	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	9.93e-105	36.456
P77509	3.A.1.2.27	P09833	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	2.32e-17	30.144
P77509	3.A.1.2.27	P0AAG8	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	1.97e-111	38.298
P77509	3.A.1.2.27	P77257	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	3.37e-86	35.49
P77509	3.A.1.2.27	P75957	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	1.78e-21	31.39
P77509	3.A.1.2.27	P0A9V1	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	3.52e-20	30.455
P77509	3.A.1.2.27	P33594	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	3.14e-19	34.685
P77509	3.A.1.2.27	P04983	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	3e-103	37.214
P77509	3.A.1.2.27	P0AAF3	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	2.2199999999999998e-95	35.258
P77509	3.A.1.2.27	P0AAF6	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	5.97e-18	30.332
P77509	3.A.1.2.27	Q47538	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	7.83e-22	32.227
P77509	3.A.1.2.27	Q6BEX0	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	2.12e-94	35.51
P77509	3.A.1.2.27	P07821	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	2.97e-20	30.986
P77509	3.A.1.2.27	P16677	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	2.25e-19	31.818
P77509	3.A.1.2.27	P0A9R7	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	5.3700000000000006e-21	30.876
P77509	3.A.1.2.27	P37388	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	2.56e-100	36.897
P77509	3.A.1.2.27	P16679	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	2.43e-11	30.412
P77269	3.A.1.2.27	P77269	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	0.0	100.0
R9USS2	3.A.1.2.28	P0A698	[('riboflavin  + ATP = riboflavin  + ADP + Pi', 'CHEBI:17015 + CHEBI:15422 = CHEBI:17015 + CHEBI:16761 + CHEBI:18367')]	1.54e-05	46.875
Q3MB45	3.A.1.2.29	P39265	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	2.3e-20	31.008
Q3MB44	3.A.1.2.29	P0A9X1	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	1.05e-14	30.876
Q3MB44	3.A.1.2.29	P77509	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	6.4199999999999995e-115	39.293
Q3MB44	3.A.1.2.29	P0A9U1	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	3.6e-18	31.304
Q3MB44	3.A.1.2.29	P0AAG5	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	6.18e-15	30.374
Q3MB44	3.A.1.2.29	P32721	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	2.97e-135	41.223
Q3MB44	3.A.1.2.29	P09833	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	2.59e-18	30.151
Q3MB44	3.A.1.2.29	P09833	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	8.79e-14	31.222
Q3MB44	3.A.1.2.29	P0AAG8	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	1.55e-134	39.842
Q3MB44	3.A.1.2.29	P77257	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	3.36e-106	39.458
Q3MB44	3.A.1.2.29	P0A9S7	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	5.940000000000001e-27	31.707
Q3MB44	3.A.1.2.29	P31134	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	1.3e-26	31.034
Q3MB44	3.A.1.2.29	P37774	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	4.14e-09	34.177
Q3MB44	3.A.1.2.29	P75831	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	2.22e-25	31.878
Q3MB44	3.A.1.2.29	P22731	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	9.939999999999999e-23	32.735
Q3MB44	3.A.1.2.29	P04983	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	1.14e-148	46.263
Q3MB44	3.A.1.2.29	P0AAF3	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	7.609999999999999e-138	44.676
Q3MB44	3.A.1.2.29	Q6BEX0	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	7.02e-125	41.423
Q3MB44	3.A.1.2.29	P0A9T8	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	2.33e-18	30.435
Q3MB44	3.A.1.2.29	P37388	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	3.36e-132	42.829
Q3MB44	3.A.1.2.29	P0AAH4	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	1.72e-06	32.099
Q3MB44	3.A.1.2.29	P16679	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	2.69e-20	32.159
Q3MB43	3.A.1.2.29	P37772	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	9.850000000000001e-26	37.712
Q3MB43	3.A.1.2.29	P0AFS1	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	5.95e-14	32.653
Q3MB43	3.A.1.2.29	P32720	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	6.48e-44	40.063
Q3MB43	3.A.1.2.29	P0AE26	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	5.81e-36	37.179
Q3MB43	3.A.1.2.29	P77315	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	4.29e-43	37.812
Q3MB43	3.A.1.2.29	P77672	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	7.03e-20	33.119
Q3MB43	3.A.1.2.29	P0AGI1	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	3.05e-57	45.695
Q3MB43	3.A.1.2.29	P0AGI4	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	8.56e-25	41.935
Q3MB43	3.A.1.2.29	P0AGI4	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	9.58e-12	35.071
Q3MB43	3.A.1.2.29	P23200	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	7.7e-38	33.436
Q3MB43	3.A.1.2.29	P39328	[('keto-D-fructose  + ATP = keto-D-fructose  + ADP + Pi', 'CHEBI:48095 + CHEBI:15422 = CHEBI:48095 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	1.02e-32	35.503
P0AAG8	3.A.1.2.3	P77509	[('D-galactose + ATP + H2O = D-galactose + ADP + phosphate + H(+)', 'CHEBI:4139 + CHEBI:30616 + CHEBI:15377 = CHEBI:4139 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('methyl beta-D-galactoside + ATP + H2O = methyl beta-D-galactoside + ADP + phosphate + H(+)', 'CHEBI:17540 + CHEBI:30616 + CHEBI:15377 = CHEBI:17540 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('glucose  + ATP = glucose  + ADP + Pi', 'CHEBI:5418 + CHEBI:15422 = CHEBI:5418 + CHEBI:16761 + CHEBI:18367'), ('galactose  + ATP = galactose  + ADP + Pi', 'CHEBI:5256 + CHEBI:15422 = CHEBI:5256 + CHEBI:16761 + CHEBI:18367')]	1.96e-111	38.298
P0AAG8	3.A.1.2.3	P0AAG5	[('D-galactose + ATP + H2O = D-galactose + ADP + phosphate + H(+)', 'CHEBI:4139 + CHEBI:30616 + CHEBI:15377 = CHEBI:4139 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('methyl beta-D-galactoside + ATP + H2O = methyl beta-D-galactoside + ADP + phosphate + H(+)', 'CHEBI:17540 + CHEBI:30616 + CHEBI:15377 = CHEBI:17540 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('glucose  + ATP = glucose  + ADP + Pi', 'CHEBI:5418 + CHEBI:15422 = CHEBI:5418 + CHEBI:16761 + CHEBI:18367'), ('galactose  + ATP = galactose  + ADP + Pi', 'CHEBI:5256 + CHEBI:15422 = CHEBI:5256 + CHEBI:16761 + CHEBI:18367')]	4.98e-15	30.0
P0AAG8	3.A.1.2.3	P32721	[('D-galactose + ATP + H2O = D-galactose + ADP + phosphate + H(+)', 'CHEBI:4139 + CHEBI:30616 + CHEBI:15377 = CHEBI:4139 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('methyl beta-D-galactoside + ATP + H2O = methyl beta-D-galactoside + ADP + phosphate + H(+)', 'CHEBI:17540 + CHEBI:30616 + CHEBI:15377 = CHEBI:17540 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('glucose  + ATP = glucose  + ADP + Pi', 'CHEBI:5418 + CHEBI:15422 = CHEBI:5418 + CHEBI:16761 + CHEBI:18367'), ('galactose  + ATP = galactose  + ADP + Pi', 'CHEBI:5256 + CHEBI:15422 = CHEBI:5256 + CHEBI:16761 + CHEBI:18367')]	5.13e-127	40.719
P0AAG8	3.A.1.2.3	P0AAG8	[('D-galactose + ATP + H2O = D-galactose + ADP + phosphate + H(+)', 'CHEBI:4139 + CHEBI:30616 + CHEBI:15377 = CHEBI:4139 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('methyl beta-D-galactoside + ATP + H2O = methyl beta-D-galactoside + ADP + phosphate + H(+)', 'CHEBI:17540 + CHEBI:30616 + CHEBI:15377 = CHEBI:17540 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('glucose  + ATP = glucose  + ADP + Pi', 'CHEBI:5418 + CHEBI:15422 = CHEBI:5418 + CHEBI:16761 + CHEBI:18367'), ('galactose  + ATP = galactose  + ADP + Pi', 'CHEBI:5256 + CHEBI:15422 = CHEBI:5256 + CHEBI:16761 + CHEBI:18367')]	0.0	100.0
P0AAG8	3.A.1.2.3	P77257	[('D-galactose + ATP + H2O = D-galactose + ADP + phosphate + H(+)', 'CHEBI:4139 + CHEBI:30616 + CHEBI:15377 = CHEBI:4139 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('methyl beta-D-galactoside + ATP + H2O = methyl beta-D-galactoside + ADP + phosphate + H(+)', 'CHEBI:17540 + CHEBI:30616 + CHEBI:15377 = CHEBI:17540 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('glucose  + ATP = glucose  + ADP + Pi', 'CHEBI:5418 + CHEBI:15422 = CHEBI:5418 + CHEBI:16761 + CHEBI:18367'), ('galactose  + ATP = galactose  + ADP + Pi', 'CHEBI:5256 + CHEBI:15422 = CHEBI:5256 + CHEBI:16761 + CHEBI:18367')]	6.12e-84	33.947
P0AAG8	3.A.1.2.3	P04983	[('D-galactose + ATP + H2O = D-galactose + ADP + phosphate + H(+)', 'CHEBI:4139 + CHEBI:30616 + CHEBI:15377 = CHEBI:4139 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('methyl beta-D-galactoside + ATP + H2O = methyl beta-D-galactoside + ADP + phosphate + H(+)', 'CHEBI:17540 + CHEBI:30616 + CHEBI:15377 = CHEBI:17540 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('glucose  + ATP = glucose  + ADP + Pi', 'CHEBI:5418 + CHEBI:15422 = CHEBI:5418 + CHEBI:16761 + CHEBI:18367'), ('galactose  + ATP = galactose  + ADP + Pi', 'CHEBI:5256 + CHEBI:15422 = CHEBI:5256 + CHEBI:16761 + CHEBI:18367')]	1.61e-151	45.253
P0AAG8	3.A.1.2.3	P0AAF3	[('D-galactose + ATP + H2O = D-galactose + ADP + phosphate + H(+)', 'CHEBI:4139 + CHEBI:30616 + CHEBI:15377 = CHEBI:4139 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('methyl beta-D-galactoside + ATP + H2O = methyl beta-D-galactoside + ADP + phosphate + H(+)', 'CHEBI:17540 + CHEBI:30616 + CHEBI:15377 = CHEBI:17540 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('glucose  + ATP = glucose  + ADP + Pi', 'CHEBI:5418 + CHEBI:15422 = CHEBI:5418 + CHEBI:16761 + CHEBI:18367'), ('galactose  + ATP = galactose  + ADP + Pi', 'CHEBI:5256 + CHEBI:15422 = CHEBI:5256 + CHEBI:16761 + CHEBI:18367')]	6.09e-123	39.919
