Reaction ID	Name	Subsystem	Reaction (IDs)	Reaction (Names)	Reaction (CHEBI)	Substrates (BiGG)	Genes	UIDs
PTRCORNt7pp	Putrescine/ornithine antiporter (periplasm)	Transport, Inner Membrane	1.0 orn_c + 1.0 ptrc_p = 1.0 orn_p + 1.0 ptrc_c	1.0 Ornithine + 1.0 Putrescine = 1.0 Ornithine + 1.0 Putrescine	1.0 CHEBI:21367 + 1.0 CHEBI:8650 = 1.0 CHEBI:21367 + 1.0 CHEBI:8650	{'orn', 'ptrc'}	potE	P0AAF1
GLCURt2rpp	D-glucuronate transport via proton symport, reversible (periplasm)	Transport, Inner Membrane	1.0 glcur_p + 1.0 h_p = 1.0 glcur_c + 1.0 h_c	1.0 D-Glucuronate + 1.0 H+ = 1.0 D-Glucuronate + 1.0 H+	1.0 CHEBI:12975 + 1.0 CHEBI:5584 = 1.0 CHEBI:12975 + 1.0 CHEBI:5584	{'h', 'glcur'}	kdgT, exuT	P0A712, P0AA78
ACMUMptspp	N-acetylmuramate transport via PEP:Pyr PTS (periplasm)	Transport, Inner Membrane	1.0 acmum_p + 1.0 pep_c = 1.0 acmum6p_c + 1.0 pyr_c	1.0 N-Acetylmuramate + 1.0 Phosphoenolpyruvate = 1.0 N-acetylmuramate 6-phosphate + 1.0 Pyruvate	1.0 CHEBI:47978 + 1.0 CHEBI:18021 = 1.0 CHEBI:47968 + 1.0 CHEBI:26462	{'pyr', 'pep', 'acmum', 'acmum6p'}	crr, ptsI, ptsH, murP	P69783, P08839, P0AA04, P77272
SPMDabcpp	Spermidine transport via ABC system (periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 spmd_p = 1.0 adp_c + 1.0 h_c + 1.0 pi_c + 1.0 spmd_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 Spermidine = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Phosphate + 1.0 Spermidine	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 CHEBI:57834 = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078 + 1.0 CHEBI:57834	{'spmd', 'pi', 'atp', 'h', 'h2o', 'adp'}	potD, potB, potC, potA, ydcV, ydcU, ydcT, ydcS	P0AFK9, P0AFK4, P0AFK6, P69874, P0AFR9, P77156, P77795, P76108
CYNTtex	Cyanate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 cynt_e = 1.0 cynt_p	1.0 Cyanate = 1.0 Cyanate	1.0 CHEBI:29202 = 1.0 CHEBI:29202	{'cynt'}	ompC, phoE, ompF, ompN	P06996, P02932, P02931, P77747
HG2tex	Mercury (Hg+2) transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 hg2_e = 1.0 hg2_p	1.0 Mercury  charged 2  Hg = 1.0 Mercury  charged 2  Hg	1.0 CHEBI:25200 = 1.0 CHEBI:25200	{'hg2'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
XTSNtex	Xanthosine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 xtsn_e = 1.0 xtsn_p	1.0 Xanthosine = 1.0 Xanthosine	1.0 CHEBI:15323 = 1.0 CHEBI:15323	{'xtsn'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
CYStex	L-cysteine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 cys__L_e = 1.0 cys__L_p	1.0 L-Cysteine = 1.0 L-Cysteine	1.0 CHEBI:32457 = 1.0 CHEBI:32457	{'cys__L'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
CYTDtex	Cytidine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 cytd_e = 1.0 cytd_p	1.0 Cytidine = 1.0 Cytidine	1.0 CHEBI:41686 = 1.0 CHEBI:41686	{'cytd'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
DADNtex	Deoxyadenosine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane	1.0 dad_2_e = 1.0 dad_2_p	1.0 Deoxyadenosine = 1.0 Deoxyadenosine	1.0 CHEBI:19234 = 1.0 CHEBI:19234	{'dad_2'}	tsx	P0A927
4PEPTtex	LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 LalaDgluMdapDala_e = 1.0 LalaDgluMdapDala_p	1.0 L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine = 1.0 L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine	1.0 Unknown = 1.0 Unknown	{'LalaDgluMdapDala'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
DHAtex	Dihydroxyacetone transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 dha_e = 1.0 dha_p	1.0 Dihydroxyacetone = 1.0 Dihydroxyacetone	1.0 CHEBI:14340 = 1.0 CHEBI:14340	{'dha'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
ETOHtex	Ethanol transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 etoh_e = 1.0 etoh_p	1.0 Ethanol = 1.0 Ethanol	1.0 CHEBI:42377 = 1.0 CHEBI:42377	{'etoh'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
GALabcpp	D-galactose transport via ABC system (periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 gal_p + 1.0 h2o_c = 1.0 adp_c + 1.0 gal_c + 1.0 h_c + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 D-Galactose + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 D-Galactose + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:12936 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:12936 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'gal', 'h2o', 'adp'}	mglC, mglA, mglB, ytfQ, ytfT, ytfR, yjfF	P23200, P0AAG8, P0AEE5, P39325, P39328, Q6BEX0, P37772
GLYCLTt2rpp	Glycolate transport via proton symport, reversible (periplasm)	Transport, Inner Membrane	1.0 glyclt_p + 1.0 h_p = 1.0 glyclt_c + 1.0 h_c	1.0 Glycolate C2H3O3 + 1.0 H+ = 1.0 Glycolate C2H3O3 + 1.0 H+	1.0 CHEBI:24388 + 1.0 CHEBI:5584 = 1.0 CHEBI:24388 + 1.0 CHEBI:5584	{'h', 'glyclt'}	lldP, glcA	P33231, Q46839
GUAt2pp	Guanine transport in via proton symport (periplasm)	Transport, Inner Membrane	1.0 gua_p + 1.0 h_p = 1.0 gua_c + 1.0 h_c	1.0 Guanine + 1.0 H+ = 1.0 Guanine + 1.0 H+	1.0 CHEBI:16235 + 1.0 CHEBI:5584 = 1.0 CHEBI:16235 + 1.0 CHEBI:5584	{'h', 'gua'}	xanP	P0AGM9
HPPPNt2rpp	3-(3-hydroxyphenyl)propionate transport via proton symport, reversible (periplasm)	Transport, Inner Membrane	1.0 3hpppn_p + 1.0 h_p = 1.0 3hpppn_c + 1.0 h_c	1.0 3-(3-hydroxy-phenyl)propionate + 1.0 H+ = 1.0 3-(3-hydroxy-phenyl)propionate + 1.0 H+	1.0 CHEBI:57277 + 1.0 CHEBI:5584 = 1.0 CHEBI:57277 + 1.0 CHEBI:5584	{'3hpppn', 'h'}	mhpT	P77589
DCAtex	Decanoate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 dca_e = 1.0 dca_p	1.0 Decanoate (n-C10:0) = 1.0 Decanoate (n-C10:0)	1.0 Unknown = 1.0 Unknown	{'dca'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
DCYTtex	Deoxycytidine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane	1.0 dcyt_e = 1.0 dcyt_p	1.0 Deoxycytidine = 1.0 Deoxycytidine	1.0 CHEBI:41434 = 1.0 CHEBI:41434	{'dcyt'}	tsx	P0A927
ACACtex	Acetoacetate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 acac_e = 1.0 acac_p	1.0 Acetoacetate = 1.0 Acetoacetate	1.0 CHEBI:40507 = 1.0 CHEBI:40507	{'acac'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
ACNAMtex	N-acetylneuraminate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane	1.0 acnam_e = 1.0 acnam_p	1.0 N-Acetylneuraminate = 1.0 N-Acetylneuraminate	1.0 CHEBI:12471 = 1.0 CHEBI:12471	{'acnam'}	nanC, ompF, ompC	P69856, P02931, P06996
ARBTNabcpp	Aerobactin transport via ABC system (periplasm)	Transport, Inner Membrane	1.0 arbtn_fe3_p + 1.0 atp_c + 1.0 h2o_c = 1.0 adp_c + 1.0 arbtn_fe3_c + 1.0 h_c + 1.0 pi_c	1.0 Aerobactin + 1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 Aerobactin + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:18157 + 1.0 CHEBI:15422 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:18157 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'h2o', 'arbtn_fe3', 'adp'}	fhuC, fhuB, fhuD	P07821, P06972, P07822
DGSNtex	Deoxyguanosine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 dgsn_e = 1.0 dgsn_p	1.0 Deoxyguanosine = 1.0 Deoxyguanosine	1.0 CHEBI:14116 = 1.0 CHEBI:14116	{'dgsn'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
ASO3t8pp	Arsenite efflux via ATP hydrolysis (periplasm)	Transport, Inner Membrane	1.0 aso3_c + 1.0 atp_c + 1.0 h2o_c = 1.0 adp_c + 1.0 aso3_p + 1.0 h_c + 1.0 pi_c	1.0 Arsenite + 1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 Arsenite + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:2846 + 1.0 CHEBI:15422 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:2846 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'aso3', 'h2o', 'adp'}	arsB	P0AB93
H2Stex	H2s transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 h2s_e = 1.0 h2s_p	1.0 Hydrogen sulfide = 1.0 Hydrogen sulfide	1.0 CHEBI:14414 = 1.0 CHEBI:14414	{'h2s'}	ompN, ompC, phoE, ompF	P77747, P06996, P02932, P02931
H2St1pp	H2s transport (periplasm)	Transport, Inner Membrane	1.0 h2s_c = 1.0 h2s_p	1.0 Hydrogen sulfide = 1.0 Hydrogen sulfide	1.0 CHEBI:14414 = 1.0 CHEBI:14414	{'h2s'}		Unknown
CELBpts	Cellobiose transport via PEPPyr PTS	Transport, Inner Membrane	1.0 cellb_e + 1.0 pep_c = 1.0 6pgg_c + 1.0 pyr_c	1.0 Cellobiose + 1.0 Phosphoenolpyruvate = 1.0 6-Phospho-beta-D-glucosyl-(1,4)-D-glucose + 1.0 Pyruvate	1.0 CHEBI:36217 + 1.0 CHEBI:18021 = 1.0 Unknown + 1.0 CHEBI:26462	{'cellb', 'pep', 'pyr', '6pgg'}	ascF, ptsI, ptsH, ptsI, chbB, chbC, chbA, ptsH	P24241, P08839, P0AA04, P69795, P17334, P69791
FORt2pp	Formate transport via proton symport (uptake only, periplasm)	Transport, Inner Membrane	1.0 for_p + 1.0 h_p = 1.0 for_c + 1.0 h_c	1.0 Formate + 1.0 H+ = 1.0 Formate + 1.0 H+	1.0 CHEBI:24081 + 1.0 CHEBI:5584 = 1.0 CHEBI:24081 + 1.0 CHEBI:5584	{'for', 'h'}	focA, focB	P0AC23, P77733
MANptspp	D-mannose transport via PEP:Pyr PTS (periplasm)	Transport, Inner Membrane	1.0 man_p + 1.0 pep_c = 1.0 man6p_c + 1.0 pyr_c	1.0 D-Mannose + 1.0 Phosphoenolpyruvate = 1.0 D-Mannose 6-phosphate + 1.0 Pyruvate	1.0 CHEBI:4208 + 1.0 CHEBI:18021 = 1.0 CHEBI:58735 + 1.0 CHEBI:26462	{'pyr', 'man', 'pep', 'man6p'}	manZ, manY, manX, ptsI, ptsH	P69805, P69801, P69797, P08839, P0AA04
TYMtex	Tyramine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 tym_e = 1.0 tym_p	1.0 Tyramine = 1.0 Tyramine	1.0 CHEBI:15760 = 1.0 CHEBI:15760	{'tym'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
ARGORNt7pp	Arginine/ornithine antiporter (periplasm)	Transport, Inner Membrane	1.0 arg__L_p + 1.0 orn_c = 1.0 arg__L_c + 1.0 orn_p	1.0 L-Arginine + 1.0 Ornithine = 1.0 L-Arginine + 1.0 Ornithine	1.0 CHEBI:32683 + 1.0 CHEBI:21367 = 1.0 CHEBI:32683 + 1.0 CHEBI:21367	{'arg__L', 'orn'}	ydgI	P0AAE5
CMPtex	CMP transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 cmp_e = 1.0 cmp_p	1.0 CMP C9H12N3O8P = 1.0 CMP C9H12N3O8P	1.0 CHEBI:60377 = 1.0 CHEBI:60377	{'cmp'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
DUMPtex	DUMP transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 dump_e = 1.0 dump_p	1.0 DUMP C9H11N2O8P = 1.0 DUMP C9H11N2O8P	1.0 CHEBI:19263 = 1.0 CHEBI:19263	{'dump'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
XMPtex	XMP transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 xmp_e = 1.0 xmp_p	1.0 Xanthosine 5'-phosphate = 1.0 Xanthosine 5'-phosphate	1.0 CHEBI:10938 = 1.0 CHEBI:10938	{'xmp'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
3PEPTtex	LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 LalaDgluMdap_e = 1.0 LalaDgluMdap_p	1.0 L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate = 1.0 L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate	1.0 Unknown = 1.0 Unknown	{'LalaDgluMdap'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
ANHGMtex	GlcNAc-anhMurNAc transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 anhgm_e = 1.0 anhgm_p	1.0 N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid = 1.0 N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid	1.0 Unknown = 1.0 Unknown	{'anhgm'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
MALTptspp	Maltose transport via PEP:Pyr PTS (periplasm)	Transport, Inner Membrane	1.0 malt_p + 1.0 pep_c = 1.0 malt6p_c + 1.0 pyr_c	1.0 Maltose C12H22O11 + 1.0 Phosphoenolpyruvate = 1.0 Maltose 6'-phosphate + 1.0 Pyruvate	1.0 CHEBI:6668 + 1.0 CHEBI:18021 = 1.0 CHEBI:6669 + 1.0 CHEBI:26462	{'pyr', 'malt6p', 'pep', 'malt'}	malX, crr, ptsH, ptsI	P19642, P69783, P0AA04, P08839
FALDtex	Formaldehyde transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 fald_e = 1.0 fald_p	1.0 Formaldehyde = 1.0 Formaldehyde	1.0 CHEBI:16842 = 1.0 CHEBI:16842	{'fald'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
CU2tex	Copper (Cu+2) transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 cu2_e = 1.0 cu2_p	1.0 Copper = 1.0 Copper	1.0 CHEBI:29036 = 1.0 CHEBI:29036	{'cu2'}	ompN, ompC, phoE, ompF	P77747, P06996, P02932, P02931
FECRMUtex	Ferrichrome (minus Fe) secretion (to extracellular)	Inorganic Ion Transport and Metabolism	1.0 fecrm_un_p + 1.0 h_p = 1.0 fecrm_un_e + 1.0 h_c	1.0 Ferrichrome minus Fe(III) + 1.0 H+ = 1.0 Ferrichrome minus Fe(III) + 1.0 H+	1.0 Unknown + 1.0 CHEBI:5584 = 1.0 Unknown + 1.0 CHEBI:5584	{'fecrm_un', 'h'}	Unknown	Unknown
CLtex	Chloride (Cl-1) transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 cl_e = 1.0 cl_p	1.0 Chloride = 1.0 Chloride	1.0 CHEBI:24635 = 1.0 CHEBI:24635	{'cl'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
CYSDtex	D-cysteine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 cys__D_e = 1.0 cys__D_p	1.0 D-Cysteine = 1.0 D-Cysteine	1.0 CHEBI:41887 = 1.0 CHEBI:41887	{'cys__D'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
CYSDabcpp	D-cysteine uptake via ABC system (periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 cys__D_p + 1.0 h2o_c = 1.0 adp_c + 1.0 cys__D_c + 1.0 h_c + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 D-Cysteine + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 D-Cysteine + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:41887 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:41887 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'cys__D', 'atp', 'pi', 'h', 'h2o', 'adp'}	Unknown	Unknown
GMPtex	GMP transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 gmp_e = 1.0 gmp_p	1.0 GMP C10H12N5O8P = 1.0 GMP C10H12N5O8P	1.0 CHEBI:24449 = 1.0 CHEBI:24449	{'gmp'}	ompC, phoE, ompF, ompN	P06996, P02932, P02931, P77747
IMPtex	IMP transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 imp_e = 1.0 imp_p	1.0 IMP C10H11N4O8P = 1.0 IMP C10H11N4O8P	1.0 CHEBI:43524 = 1.0 CHEBI:43524	{'imp'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
G3PItex	Glycero-3-phospho-1-inositol transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 g3pi_e = 1.0 g3pi_p	1.0 Sn-Glycero-3-phospho-1-inositol = 1.0 Sn-Glycero-3-phospho-1-inositol	1.0 CHEBI:26695 = 1.0 CHEBI:26695	{'g3pi'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
CD2abcpp	Cadmium (Cd+2) ABC transporter (periplasm)	Inorganic Ion Transport and Metabolism	1.0 atp_c + 1.0 cd2_c + 1.0 h2o_c = 1.0 adp_c + 1.0 cd2_p + 1.0 h_c + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 Cadmium + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 Cadmium + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:48773 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:48773 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'cd2', 'atp', 'pi', 'h', 'h2o', 'adp'}	zntA	P37617
G3PGtex	Glycerophoglycerol transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 g3pg_e = 1.0 g3pg_p	1.0 Glycerophosphoglycerol = 1.0 Glycerophosphoglycerol	1.0 CHEBI:61933 = 1.0 CHEBI:61933	{'g3pg'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
G3PEtex	Glycero-3-phosphoethanolamine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 g3pe_e = 1.0 g3pe_p	1.0 Sn-Glycero-3-phosphoethanolamine = 1.0 Sn-Glycero-3-phosphoethanolamine	1.0 CHEBI:57952 = 1.0 CHEBI:57952	{'g3pe'}	ompF, ompN, ompC, phoE	P02931, P77747, P06996, P02932
G3PCtex	Glycero-3-phosphocholine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 g3pc_e = 1.0 g3pc_p	1.0 Sn-Glycero-3-phosphocholine = 1.0 Sn-Glycero-3-phosphocholine	1.0 CHEBI:55397 = 1.0 CHEBI:55397	{'g3pc'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
UMPtex	UMP transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 ump_e = 1.0 ump_p	1.0 UMP C9H11N2O9P = 1.0 UMP C9H11N2O9P	1.0 CHEBI:47721 = 1.0 CHEBI:47721	{'ump'}	ompF, ompN, ompC, phoE	P02931, P77747, P06996, P02932
G1Ptex	D-glucose 1-phosphate transport via diffusion	Transport, Outer Membrane Porin	1.0 g1p_e = 1.0 g1p_p	1.0 D-Glucose 1-phosphate = 1.0 D-Glucose 1-phosphate	1.0 CHEBI:10246 = 1.0 CHEBI:10246	{'g1p'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
CUt3	Copper transport out via proton antiport	Transport, Outer Membrane	1.0 cu_c + 1.0 h_e = 1.0 cu_e + 1.0 h_c	1.0 Cu+ + 1.0 H+ = 1.0 Cu+ + 1.0 H+	1.0 CHEBI:49551 + 1.0 CHEBI:5584 = 1.0 CHEBI:49551 + 1.0 CHEBI:5584	{'h', 'cu'}	cusC, cusB, cusF, cusA	P77211, P77239, P77214, P38054
ZN2t3pp	Zinc (Zn+2) transport out via proton antiport (periplasm)	Inorganic Ion Transport and Metabolism	1.0 h_p + 1.0 zn2_c = 1.0 h_c + 1.0 zn2_p	1.0 H+ + 1.0 Zinc = 1.0 H+ + 1.0 Zinc	1.0 CHEBI:5584 + 1.0 CHEBI:49982 = 1.0 CHEBI:5584 + 1.0 CHEBI:49982	{'h', 'zn2'}	fieF, zitB	P69380, P75757
SKMtex	Shikimate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 skm_e = 1.0 skm_p	1.0 Shikimate = 1.0 Shikimate	1.0 CHEBI:15083 = 1.0 CHEBI:15083	{'skm'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
MNt2pp	Manganese (Mn+2) transport in via proton symport (periplasm)	Transport, Inner Membrane	1.0 h_p + 1.0 mn2_p = 1.0 h_c + 1.0 mn2_c	1.0 H+ + 1.0 Manganese = 1.0 H+ + 1.0 Manganese	1.0 CHEBI:5584 + 1.0 CHEBI:21435 = 1.0 CHEBI:5584 + 1.0 CHEBI:21435	{'mn2', 'h'}	mntH	P0A769
GLCabcpp	D-glucose transport via ABC system (periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 glc__D_p + 1.0 h2o_c = 1.0 adp_c + 1.0 glc__D_c + 1.0 h_c + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 D-Glucose + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 D-Glucose + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:12965 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:12965 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'h2o', 'glc__D', 'adp'}	mglA, mglC, mglB	P0AAG8, P23200, P0AEE5
MNtex	Manganese (Mn+2) transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 mn2_e = 1.0 mn2_p	1.0 Manganese = 1.0 Manganese	1.0 CHEBI:21435 = 1.0 CHEBI:21435	{'mn2'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
GAL1Ptex	D-galactose 1-phosphate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 gal1p_e = 1.0 gal1p_p	1.0 Alpha-D-Galactose 1-phosphate = 1.0 Alpha-D-Galactose 1-phosphate	1.0 CHEBI:42878 = 1.0 CHEBI:42878	{'gal1p'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
O2Stex	Superoxide anion transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 o2s_e = 1.0 o2s_p	1.0 Superoxide anion = 1.0 Superoxide anion	1.0 CHEBI:25935 = 1.0 CHEBI:25935	{'o2s'}	ompN, ompC, phoE, ompF	P77747, P06996, P02932, P02931
Kt3pp	Potassium transport out via proton antiport (periplasm)	Inorganic Ion Transport and Metabolism	1.0 h_p + 1.0 k_c = 1.0 h_c + 1.0 k_p	1.0 H+ + 1.0 Potassium = 1.0 H+ + 1.0 Potassium	1.0 CHEBI:5584 + 1.0 CHEBI:26219 = 1.0 CHEBI:5584 + 1.0 CHEBI:26219	{'k', 'h'}	kefB, kefC, chaA, mdfA	P45522, P03819, P31801, P0AEY8
HOMt2pp	L-homoserineserine efflux via proton symport	Transport, Inner Membrane	1.0 h_p + 1.0 hom__L_c = 1.0 h_c + 1.0 hom__L_p	1.0 H+ + 1.0 L-Homoserine = 1.0 H+ + 1.0 L-Homoserine	1.0 CHEBI:5584 + 1.0 CHEBI:57476 = 1.0 CHEBI:5584 + 1.0 CHEBI:57476	{'hom__L', 'h'}	rhtA, rhtB	P0AA67, P0AG34
HOMtex	L-homoserine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 hom__L_e = 1.0 hom__L_p	1.0 L-Homoserine = 1.0 L-Homoserine	1.0 CHEBI:57476 = 1.0 CHEBI:57476	{'hom__L'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
SO2tex	SO2 transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 so2_e = 1.0 so2_p	1.0 Sulfur dioxide = 1.0 Sulfur dioxide	1.0 CHEBI:45789 = 1.0 CHEBI:45789	{'so2'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
SO2tpp	SO2 transport via diffusion (periplasm)	Inorganic Ion Transport and Metabolism	1.0 so2_p = 1.0 so2_c	1.0 Sulfur dioxide = 1.0 Sulfur dioxide	1.0 CHEBI:45789 = 1.0 CHEBI:45789	{'so2'}		Unknown
CYStpp	L-cysteine export via facilitated transport	Transport, Inner Membrane	1.0 cys__L_c = 1.0 cys__L_p	1.0 L-Cysteine = 1.0 L-Cysteine	1.0 CHEBI:32457 = 1.0 CHEBI:32457	{'cys__L'}	eamB, eamA	P38101, P31125
DAMPtex	DAMP transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 damp_e = 1.0 damp_p	1.0 DAMP C10H12N5O6P = 1.0 DAMP C10H12N5O6P	1.0 CHEBI:17713 = 1.0 CHEBI:17713	{'damp'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
DCMPtex	DCMP transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 dcmp_e = 1.0 dcmp_p	1.0 DCMP C9H12N3O7P = 1.0 DCMP C9H12N3O7P	1.0 CHEBI:15918 = 1.0 CHEBI:15918	{'dcmp'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
