UID	TCID	QUID	Reaction	Evalue	Identity
P0AGI1	3.A.1.2.1	P0AGI1	[('beta-D-ribopyranose  + ATP = beta-D-ribopyranose  + ADP + Pi', 'CHEBI:27476 + CHEBI:15422 = CHEBI:27476 + CHEBI:16761 + CHEBI:18367'), ('D-ribose + ATP + H2O = D-ribose + ADP + phosphate + H(+)', 'CHEBI:47013 + CHEBI:30616 + CHEBI:15377 = CHEBI:47013 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	0.0	100.0
A6VKS8	3.A.1.2.13	P04983	[('autoinducer-2  + ATP = autoinducer-2  + ADP + Pi', 'CHEBI:40646 + CHEBI:15422 = CHEBI:40646 + CHEBI:16761 + CHEBI:18367')]	0.0	73.834
A6VKS9	3.A.1.2.13	P0AGI1	[('autoinducer-2  + ATP = autoinducer-2  + ADP + Pi', 'CHEBI:40646 + CHEBI:15422 = CHEBI:40646 + CHEBI:16761 + CHEBI:18367')]	1.4999999999999998e-150	69.307
A6VKT0	3.A.1.2.13	P02925	[('autoinducer-2  + ATP = autoinducer-2  + ADP + Pi', 'CHEBI:40646 + CHEBI:15422 = CHEBI:40646 + CHEBI:16761 + CHEBI:18367')]	3.25e-150	72.355
Q0HIQ5	3.A.1.2.14	P37772	[('arabinose  + ATP = arabinose  + ADP + Pi', 'CHEBI:22599 + CHEBI:15422 = CHEBI:22599 + CHEBI:16761 + CHEBI:18367')]	6.41e-98	56.757
Q0HIQ6	3.A.1.2.14	P39328	[('arabinose  + ATP = arabinose  + ADP + Pi', 'CHEBI:22599 + CHEBI:15422 = CHEBI:22599 + CHEBI:16761 + CHEBI:18367')]	1.1e-107	58.095
Q0HIQ7	3.A.1.2.14	Q6BEX0	[('arabinose  + ATP = arabinose  + ADP + Pi', 'CHEBI:22599 + CHEBI:15422 = CHEBI:22599 + CHEBI:16761 + CHEBI:18367')]	0.0	52.834
Q0HIQ8	3.A.1.2.14	P39325	[('arabinose  + ATP = arabinose  + ADP + Pi', 'CHEBI:22599 + CHEBI:15422 = CHEBI:22599 + CHEBI:16761 + CHEBI:18367')]	1.8699999999999998e-128	58.252
P02924	3.A.1.2.2	P02924	[('arabinose  + ATP = arabinose  + ADP + Pi', 'CHEBI:22599 + CHEBI:15422 = CHEBI:22599 + CHEBI:16761 + CHEBI:18367'), ('L-arabinose + ATP + H2O = L-arabinose + ADP + phosphate + H(+)', 'CHEBI:17535 + CHEBI:30616 + CHEBI:15377 = CHEBI:17535 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	0.0	100.0
P0AAF3	3.A.1.2.2	P0AAF3	[('arabinose  + ATP = arabinose  + ADP + Pi', 'CHEBI:22599 + CHEBI:15422 = CHEBI:22599 + CHEBI:16761 + CHEBI:18367'), ('L-arabinose + ATP + H2O = L-arabinose + ADP + phosphate + H(+)', 'CHEBI:17535 + CHEBI:30616 + CHEBI:15377 = CHEBI:17535 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	0.0	100.0
P0AE26	3.A.1.2.2	P0AE26	[('arabinose  + ATP = arabinose  + ADP + Pi', 'CHEBI:22599 + CHEBI:15422 = CHEBI:22599 + CHEBI:16761 + CHEBI:18367'), ('L-arabinose + ATP + H2O = L-arabinose + ADP + phosphate + H(+)', 'CHEBI:17535 + CHEBI:30616 + CHEBI:15377 = CHEBI:17535 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	0.0	100.0
P39325	3.A.1.2.25	P39325	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367'), ('D-galactofuranose + ATP + H2O = D-galactofuranose + ADP + phosphate + H(+)', 'CHEBI:143624 + CHEBI:30616 + CHEBI:15377 = CHEBI:143624 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	0.0	100.0
Q6BEX0	3.A.1.2.25	Q6BEX0	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367'), ('D-galactofuranose + ATP + H2O = D-galactofuranose + ADP + phosphate + H(+)', 'CHEBI:143624 + CHEBI:30616 + CHEBI:15377 = CHEBI:143624 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	0.0	100.0
P39328	3.A.1.2.25	P39328	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367'), ('D-galactofuranose + ATP + H2O = D-galactofuranose + ADP + phosphate + H(+)', 'CHEBI:143624 + CHEBI:30616 + CHEBI:15377 = CHEBI:143624 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	0.0	100.0
P37772	3.A.1.2.25	P37772	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367'), ('D-galactofuranose + ATP + H2O = D-galactofuranose + ADP + phosphate + H(+)', 'CHEBI:143624 + CHEBI:30616 + CHEBI:15377 = CHEBI:143624 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	0.0	100.0
A6LW10	3.A.1.2.26	P37387	[('xylose  + ATP = xylose  + ADP + Pi', 'CHEBI:10085 + CHEBI:15422 = CHEBI:10085 + CHEBI:16761 + CHEBI:18367')]	1.97e-149	66.776
A6LW11	3.A.1.2.26	P37388	[('xylose  + ATP = xylose  + ADP + Pi', 'CHEBI:10085 + CHEBI:15422 = CHEBI:10085 + CHEBI:16761 + CHEBI:18367')]	0.0	55.2
A6LW12	3.A.1.2.26	P0AGI4	[('xylose  + ATP = xylose  + ADP + Pi', 'CHEBI:10085 + CHEBI:15422 = CHEBI:10085 + CHEBI:16761 + CHEBI:18367')]	1.45e-121	54.902
P77315	3.A.1.2.27	P77315	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	0.0	100.0
P77509	3.A.1.2.27	P77509	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	0.0	100.0
P77269	3.A.1.2.27	P77269	[('UDP-sugar  + ATP = UDP-sugar  + ADP + Pi', 'CHEBI:9840 + CHEBI:15422 = CHEBI:9840 + CHEBI:16761 + CHEBI:18367')]	0.0	100.0
P0AAG8	3.A.1.2.3	P0AAG8	[('D-galactose + ATP + H2O = D-galactose + ADP + phosphate + H(+)', 'CHEBI:4139 + CHEBI:30616 + CHEBI:15377 = CHEBI:4139 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('methyl beta-D-galactoside + ATP + H2O = methyl beta-D-galactoside + ADP + phosphate + H(+)', 'CHEBI:17540 + CHEBI:30616 + CHEBI:15377 = CHEBI:17540 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('glucose  + ATP = glucose  + ADP + Pi', 'CHEBI:5418 + CHEBI:15422 = CHEBI:5418 + CHEBI:16761 + CHEBI:18367'), ('galactose  + ATP = galactose  + ADP + Pi', 'CHEBI:5256 + CHEBI:15422 = CHEBI:5256 + CHEBI:16761 + CHEBI:18367')]	0.0	100.0
P0AEE5	3.A.1.2.3	P0AEE5	[('D-galactose + ATP + H2O = D-galactose + ADP + phosphate + H(+)', 'CHEBI:4139 + CHEBI:30616 + CHEBI:15377 = CHEBI:4139 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('methyl beta-D-galactoside + ATP + H2O = methyl beta-D-galactoside + ADP + phosphate + H(+)', 'CHEBI:17540 + CHEBI:30616 + CHEBI:15377 = CHEBI:17540 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('glucose  + ATP = glucose  + ADP + Pi', 'CHEBI:5418 + CHEBI:15422 = CHEBI:5418 + CHEBI:16761 + CHEBI:18367'), ('galactose  + ATP = galactose  + ADP + Pi', 'CHEBI:5256 + CHEBI:15422 = CHEBI:5256 + CHEBI:16761 + CHEBI:18367')]	0.0	100.0
P23200	3.A.1.2.3	P23200	[('D-galactose + ATP + H2O = D-galactose + ADP + phosphate + H(+)', 'CHEBI:4139 + CHEBI:30616 + CHEBI:15377 = CHEBI:4139 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('methyl beta-D-galactoside + ATP + H2O = methyl beta-D-galactoside + ADP + phosphate + H(+)', 'CHEBI:17540 + CHEBI:30616 + CHEBI:15377 = CHEBI:17540 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('glucose  + ATP = glucose  + ADP + Pi', 'CHEBI:5418 + CHEBI:15422 = CHEBI:5418 + CHEBI:16761 + CHEBI:18367'), ('galactose  + ATP = galactose  + ADP + Pi', 'CHEBI:5256 + CHEBI:15422 = CHEBI:5256 + CHEBI:16761 + CHEBI:18367')]	0.0	100.0
O68456	3.A.1.2.33	P37387	[('xylose  + ATP = xylose  + ADP + Pi', 'CHEBI:10085 + CHEBI:15422 = CHEBI:10085 + CHEBI:16761 + CHEBI:18367')]	1.9999999999999998e-134	61.386
P0AGI4	3.A.1.2.4	P0AGI4	[('xylose  + ATP = xylose  + ADP + Pi', 'CHEBI:10085 + CHEBI:15422 = CHEBI:10085 + CHEBI:16761 + CHEBI:18367'), ('D-xylose + ATP + H2O = D-xylose + ADP + phosphate + H(+)', 'CHEBI:53455 + CHEBI:30616 + CHEBI:15377 = CHEBI:53455 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	0.0	100.0
P37387	3.A.1.2.4	P37387	[('xylose  + ATP = xylose  + ADP + Pi', 'CHEBI:10085 + CHEBI:15422 = CHEBI:10085 + CHEBI:16761 + CHEBI:18367'), ('D-xylose + ATP + H2O = D-xylose + ADP + phosphate + H(+)', 'CHEBI:53455 + CHEBI:30616 + CHEBI:15377 = CHEBI:53455 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	0.0	100.0
P37388	3.A.1.2.4	P37388	[('xylose  + ATP = xylose  + ADP + Pi', 'CHEBI:10085 + CHEBI:15422 = CHEBI:10085 + CHEBI:16761 + CHEBI:18367'), ('D-xylose + ATP + H2O = D-xylose + ADP + phosphate + H(+)', 'CHEBI:53455 + CHEBI:30616 + CHEBI:15377 = CHEBI:53455 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	0.0	100.0
P32720	3.A.1.2.6	P32720	[('allose  + ATP = allose  + ADP + Pi', 'CHEBI:33935 + CHEBI:15422 = CHEBI:33935 + CHEBI:16761 + CHEBI:18367'), ('D-allose + ATP + H2O = D-allose + ADP + phosphate + H(+)', 'CHEBI:40822 + CHEBI:30616 + CHEBI:15377 = CHEBI:40822 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	0.0	100.0
P32721	3.A.1.2.6	P32721	[('allose  + ATP = allose  + ADP + Pi', 'CHEBI:33935 + CHEBI:15422 = CHEBI:33935 + CHEBI:16761 + CHEBI:18367'), ('D-allose + ATP + H2O = D-allose + ADP + phosphate + H(+)', 'CHEBI:40822 + CHEBI:30616 + CHEBI:15377 = CHEBI:40822 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	0.0	100.0
P39265	3.A.1.2.6	P39265	[('allose  + ATP = allose  + ADP + Pi', 'CHEBI:33935 + CHEBI:15422 = CHEBI:33935 + CHEBI:16761 + CHEBI:18367'), ('D-allose + ATP + H2O = D-allose + ADP + phosphate + H(+)', 'CHEBI:40822 + CHEBI:30616 + CHEBI:15377 = CHEBI:40822 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	0.0	100.0
P0AFS1	3.A.1.2.8	P0AFS1	[('autoinducer-2  + ATP = autoinducer-2  + ADP + Pi', 'CHEBI:40646 + CHEBI:15422 = CHEBI:40646 + CHEBI:16761 + CHEBI:18367')]	0.0	100.0
P76142	3.A.1.2.8	P76142	[('autoinducer-2  + ATP = autoinducer-2  + ADP + Pi', 'CHEBI:40646 + CHEBI:15422 = CHEBI:40646 + CHEBI:16761 + CHEBI:18367')]	0.0	100.0
P77257	3.A.1.2.8	P77257	[('autoinducer-2  + ATP = autoinducer-2  + ADP + Pi', 'CHEBI:40646 + CHEBI:15422 = CHEBI:40646 + CHEBI:16761 + CHEBI:18367')]	0.0	100.0
P77672	3.A.1.2.8	P77672	[('autoinducer-2  + ATP = autoinducer-2  + ADP + Pi', 'CHEBI:40646 + CHEBI:15422 = CHEBI:40646 + CHEBI:16761 + CHEBI:18367')]	0.0	100.0
Q9KLQ6	3.A.1.20.2	P75681	[('hexose phosphate  + ATP = hexose phosphate  + ADP + Pi', 'CHEBI:47878 + CHEBI:15422 = CHEBI:47878 + CHEBI:16761 + CHEBI:18367'), ('Fe(3+) + ATP + H2O = Fe(3+) + ADP + phosphate + H(+)', 'CHEBI:29034 + CHEBI:30616 + CHEBI:15377 = CHEBI:29034 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	4.37e-58	81.579
Q9KLQ5	3.A.1.20.2	P37009	[('hexose phosphate  + ATP = hexose phosphate  + ADP + Pi', 'CHEBI:47878 + CHEBI:15422 = CHEBI:47878 + CHEBI:16761 + CHEBI:18367'), ('Fe(3+) + ATP + H2O = Fe(3+) + ADP + phosphate + H(+)', 'CHEBI:29034 + CHEBI:30616 + CHEBI:15377 = CHEBI:29034 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	5.59e-171	67.147
A3N295	3.A.1.20.3	P75681	[('iron(3+)  + ATP = iron(3+)  + ADP + Pi', 'CHEBI:29034 + CHEBI:15422 = CHEBI:29034 + CHEBI:16761 + CHEBI:18367')]	2.76e-54	76.991
A3N296	3.A.1.20.3	P37009	[('iron(3+)  + ATP = iron(3+)  + ADP + Pi', 'CHEBI:29034 + CHEBI:15422 = CHEBI:29034 + CHEBI:16761 + CHEBI:18367')]	6.780000000000001e-157	62.248
Q2M3G0	3.A.1.201.13	P60752	[('daunorubicin + ATP + H2O = daunorubicin + ADP + phosphate + H(+)', 'CHEBI:64677 + CHEBI:30616 + CHEBI:15377 = CHEBI:64677 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('rhodamine 6G  + ATP = rhodamine 6G  + ADP + Pi', 'CHEBI:52672 + CHEBI:15422 = CHEBI:52672 + CHEBI:16761 + CHEBI:18367'), ('doxorubicin  + ATP = doxorubicin  + ADP + Pi', 'CHEBI:28748 + CHEBI:15422 = CHEBI:28748 + CHEBI:16761 + CHEBI:18367'), ('drug  + ATP = drug  + ADP + Pi', 'CHEBI:23888 + CHEBI:15422 = CHEBI:23888 + CHEBI:16761 + CHEBI:18367')]	6.95e-48	50.286
P31826	3.A.1.203.11	P31826	[('fatty acid  + ATP = fatty acid  + ADP + Pi', 'CHEBI:35366 + CHEBI:15422 = CHEBI:35366 + CHEBI:16761 + CHEBI:18367')]	0.0	100.0
P28635	3.A.1.24.1	P28635	[('methionine  + ATP = methionine  + ADP + Pi', 'CHEBI:16811 + CHEBI:15422 = CHEBI:16811 + CHEBI:16761 + CHEBI:18367'), ('L-methionine + ATP + H2O = L-methionine + ADP + phosphate + H(+)', 'CHEBI:57844 + CHEBI:30616 + CHEBI:15377 = CHEBI:57844 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('D-methionine + ATP + H2O = D-methionine + ADP + phosphate + H(+)', 'CHEBI:57932 + CHEBI:30616 + CHEBI:15377 = CHEBI:57932 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	0.0	100.0
P28635	3.A.1.24.1	P04846	[('methionine  + ATP = methionine  + ADP + Pi', 'CHEBI:16811 + CHEBI:15422 = CHEBI:16811 + CHEBI:16761 + CHEBI:18367'), ('L-methionine + ATP + H2O = L-methionine + ADP + phosphate + H(+)', 'CHEBI:57844 + CHEBI:30616 + CHEBI:15377 = CHEBI:57844 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('D-methionine + ATP + H2O = D-methionine + ADP + phosphate + H(+)', 'CHEBI:57932 + CHEBI:30616 + CHEBI:15377 = CHEBI:57932 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	5.22e-122	61.798
P30750	3.A.1.24.1	P30750	[('methionine  + ATP = methionine  + ADP + Pi', 'CHEBI:16811 + CHEBI:15422 = CHEBI:16811 + CHEBI:16761 + CHEBI:18367'), ('L-methionine + ATP + H2O = L-methionine + ADP + phosphate + H(+)', 'CHEBI:57844 + CHEBI:30616 + CHEBI:15377 = CHEBI:57844 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('D-methionine + ATP + H2O = D-methionine + ADP + phosphate + H(+)', 'CHEBI:57932 + CHEBI:30616 + CHEBI:15377 = CHEBI:57932 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	0.0	100.0
P31547	3.A.1.24.1	P31547	[('methionine  + ATP = methionine  + ADP + Pi', 'CHEBI:16811 + CHEBI:15422 = CHEBI:16811 + CHEBI:16761 + CHEBI:18367'), ('L-methionine + ATP + H2O = L-methionine + ADP + phosphate + H(+)', 'CHEBI:57844 + CHEBI:30616 + CHEBI:15377 = CHEBI:57844 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('D-methionine + ATP + H2O = D-methionine + ADP + phosphate + H(+)', 'CHEBI:57932 + CHEBI:30616 + CHEBI:15377 = CHEBI:57932 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	2.44e-151	100.0
Q8NSN2	3.A.1.24.4	P30750	[('L-methionine  + ATP = L-methionine  + ADP + Pi', 'CHEBI:16643 + CHEBI:15422 = CHEBI:16643 + CHEBI:16761 + CHEBI:18367'), ('L-methionine + ATP + H2O = L-methionine + ADP + phosphate + H(+)', 'CHEBI:57844 + CHEBI:30616 + CHEBI:15377 = CHEBI:57844 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('D-methionine + ATP + H2O = D-methionine + ADP + phosphate + H(+)', 'CHEBI:57932 + CHEBI:30616 + CHEBI:15377 = CHEBI:57932 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	4.2e-90	54.878
Q9HT69	3.A.1.24.5	P31547	[('L-histidine  + ATP = L-histidine  + ADP + Pi', 'CHEBI:15971 + CHEBI:15422 = CHEBI:15971 + CHEBI:16761 + CHEBI:18367'), ('L-methionine + ATP + H2O = L-methionine + ADP + phosphate + H(+)', 'CHEBI:57844 + CHEBI:30616 + CHEBI:15377 = CHEBI:57844 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('D-methionine + ATP + H2O = D-methionine + ADP + phosphate + H(+)', 'CHEBI:57932 + CHEBI:30616 + CHEBI:15377 = CHEBI:57932 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	7.46e-44	51.412
P0ADV7	3.A.1.27.3	P0ADV7	[('phospholipid  + ATP = phospholipid  + ADP + Pi', 'CHEBI:8150 + CHEBI:15422 = CHEBI:8150 + CHEBI:16761 + CHEBI:18367'), ('tetracycline  + ATP = tetracycline  + ADP + Pi', 'CHEBI:27902 + CHEBI:15422 = CHEBI:27902 + CHEBI:16761 + CHEBI:18367'), ('drug  + ATP = drug  + ADP + Pi', 'CHEBI:23888 + CHEBI:15422 = CHEBI:23888 + CHEBI:16761 + CHEBI:18367')]	1.76e-157	100.0
P63386	3.A.1.27.3	P63386	[('phospholipid  + ATP = phospholipid  + ADP + Pi', 'CHEBI:8150 + CHEBI:15422 = CHEBI:8150 + CHEBI:16761 + CHEBI:18367'), ('tetracycline  + ATP = tetracycline  + ADP + Pi', 'CHEBI:27902 + CHEBI:15422 = CHEBI:27902 + CHEBI:16761 + CHEBI:18367'), ('drug  + ATP = drug  + ADP + Pi', 'CHEBI:23888 + CHEBI:15422 = CHEBI:23888 + CHEBI:16761 + CHEBI:18367')]	0.0	100.0
P64602	3.A.1.27.3	P64602	[('phospholipid  + ATP = phospholipid  + ADP + Pi', 'CHEBI:8150 + CHEBI:15422 = CHEBI:8150 + CHEBI:16761 + CHEBI:18367'), ('tetracycline  + ATP = tetracycline  + ADP + Pi', 'CHEBI:27902 + CHEBI:15422 = CHEBI:27902 + CHEBI:16761 + CHEBI:18367'), ('drug  + ATP = drug  + ADP + Pi', 'CHEBI:23888 + CHEBI:15422 = CHEBI:23888 + CHEBI:16761 + CHEBI:18367')]	5.5199999999999996e-67	100.0
P64604	3.A.1.27.3	P64604	[('phospholipid  + ATP = phospholipid  + ADP + Pi', 'CHEBI:8150 + CHEBI:15422 = CHEBI:8150 + CHEBI:16761 + CHEBI:18367'), ('tetracycline  + ATP = tetracycline  + ADP + Pi', 'CHEBI:27902 + CHEBI:15422 = CHEBI:27902 + CHEBI:16761 + CHEBI:18367'), ('drug  + ATP = drug  + ADP + Pi', 'CHEBI:23888 + CHEBI:15422 = CHEBI:23888 + CHEBI:16761 + CHEBI:18367')]	4.11e-134	100.0
P64606	3.A.1.27.3	P64606	[('phospholipid  + ATP = phospholipid  + ADP + Pi', 'CHEBI:8150 + CHEBI:15422 = CHEBI:8150 + CHEBI:16761 + CHEBI:18367'), ('tetracycline  + ATP = tetracycline  + ADP + Pi', 'CHEBI:27902 + CHEBI:15422 = CHEBI:27902 + CHEBI:16761 + CHEBI:18367'), ('drug  + ATP = drug  + ADP + Pi', 'CHEBI:23888 + CHEBI:15422 = CHEBI:23888 + CHEBI:16761 + CHEBI:18367')]	0.0	100.0
P76506	3.A.1.27.3	P76506	[('phospholipid  + ATP = phospholipid  + ADP + Pi', 'CHEBI:8150 + CHEBI:15422 = CHEBI:8150 + CHEBI:16761 + CHEBI:18367'), ('tetracycline  + ATP = tetracycline  + ADP + Pi', 'CHEBI:27902 + CHEBI:15422 = CHEBI:27902 + CHEBI:16761 + CHEBI:18367'), ('drug  + ATP = drug  + ADP + Pi', 'CHEBI:23888 + CHEBI:15422 = CHEBI:23888 + CHEBI:16761 + CHEBI:18367')]	0.0	100.0
P02915	3.A.1.3.1	P07109	[('L-lysine + ATP + H2O = L-lysine + ADP + phosphate + H(+)', 'CHEBI:32551 + CHEBI:30616 + CHEBI:15377 = CHEBI:32551 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('a polar amino acid + ATP + H2O = a polar amino acid + ADP + phosphate + H(+)', 'CHEBI:62031 + CHEBI:30616 + CHEBI:15377 = CHEBI:62031 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('L-ornithine + ATP + H2O = L-ornithine + ADP + phosphate + H(+)', 'CHEBI:46911 + CHEBI:30616 + CHEBI:15377 = CHEBI:46911 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('L-histidine + ATP + H2O = L-histidine + ADP + phosphate + H(+)', 'CHEBI:57595 + CHEBI:30616 + CHEBI:15377 = CHEBI:57595 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('L-arginine + ATP + H2O = L-arginine + ADP + phosphate + H(+)', 'CHEBI:32682 + CHEBI:30616 + CHEBI:15377 = CHEBI:32682 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('lysine  + ATP = lysine  + ADP + Pi', 'CHEBI:25094 + CHEBI:15422 = CHEBI:25094 + CHEBI:16761 + CHEBI:18367'), ('ornithine  + ATP = ornithine  + ADP + Pi', 'CHEBI:18257 + CHEBI:15422 = CHEBI:18257 + CHEBI:16761 + CHEBI:18367'), ('arginine  + ATP = arginine  + ADP + Pi', 'CHEBI:29016 + CHEBI:15422 = CHEBI:29016 + CHEBI:16761 + CHEBI:18367'), ('histidine  + ATP = histidine  + ADP + Pi', 'CHEBI:27570 + CHEBI:15422 = CHEBI:27570 + CHEBI:16761 + CHEBI:18367')]	4.01e-173	94.553
P02915	3.A.1.3.1	P37774	[('L-lysine + ATP + H2O = L-lysine + ADP + phosphate + H(+)', 'CHEBI:32551 + CHEBI:30616 + CHEBI:15377 = CHEBI:32551 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('a polar amino acid + ATP + H2O = a polar amino acid + ADP + phosphate + H(+)', 'CHEBI:62031 + CHEBI:30616 + CHEBI:15377 = CHEBI:62031 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('L-ornithine + ATP + H2O = L-ornithine + ADP + phosphate + H(+)', 'CHEBI:46911 + CHEBI:30616 + CHEBI:15377 = CHEBI:46911 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('L-histidine + ATP + H2O = L-histidine + ADP + phosphate + H(+)', 'CHEBI:57595 + CHEBI:30616 + CHEBI:15377 = CHEBI:57595 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('L-arginine + ATP + H2O = L-arginine + ADP + phosphate + H(+)', 'CHEBI:32682 + CHEBI:30616 + CHEBI:15377 = CHEBI:32682 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('lysine  + ATP = lysine  + ADP + Pi', 'CHEBI:25094 + CHEBI:15422 = CHEBI:25094 + CHEBI:16761 + CHEBI:18367'), ('ornithine  + ATP = ornithine  + ADP + Pi', 'CHEBI:18257 + CHEBI:15422 = CHEBI:18257 + CHEBI:16761 + CHEBI:18367'), ('arginine  + ATP = arginine  + ADP + Pi', 'CHEBI:29016 + CHEBI:15422 = CHEBI:29016 + CHEBI:16761 + CHEBI:18367'), ('histidine  + ATP = histidine  + ADP + Pi', 'CHEBI:27570 + CHEBI:15422 = CHEBI:27570 + CHEBI:16761 + CHEBI:18367')]	3.8600000000000004e-77	51.6
P02915	3.A.1.3.1	P10346	[('L-lysine + ATP + H2O = L-lysine + ADP + phosphate + H(+)', 'CHEBI:32551 + CHEBI:30616 + CHEBI:15377 = CHEBI:32551 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('a polar amino acid + ATP + H2O = a polar amino acid + ADP + phosphate + H(+)', 'CHEBI:62031 + CHEBI:30616 + CHEBI:15377 = CHEBI:62031 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('L-ornithine + ATP + H2O = L-ornithine + ADP + phosphate + H(+)', 'CHEBI:46911 + CHEBI:30616 + CHEBI:15377 = CHEBI:46911 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('L-histidine + ATP + H2O = L-histidine + ADP + phosphate + H(+)', 'CHEBI:57595 + CHEBI:30616 + CHEBI:15377 = CHEBI:57595 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('L-arginine + ATP + H2O = L-arginine + ADP + phosphate + H(+)', 'CHEBI:32682 + CHEBI:30616 + CHEBI:15377 = CHEBI:32682 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('lysine  + ATP = lysine  + ADP + Pi', 'CHEBI:25094 + CHEBI:15422 = CHEBI:25094 + CHEBI:16761 + CHEBI:18367'), ('ornithine  + ATP = ornithine  + ADP + Pi', 'CHEBI:18257 + CHEBI:15422 = CHEBI:18257 + CHEBI:16761 + CHEBI:18367'), ('arginine  + ATP = arginine  + ADP + Pi', 'CHEBI:29016 + CHEBI:15422 = CHEBI:29016 + CHEBI:16761 + CHEBI:18367'), ('histidine  + ATP = histidine  + ADP + Pi', 'CHEBI:27570 + CHEBI:15422 = CHEBI:27570 + CHEBI:16761 + CHEBI:18367')]	7.29e-74	53.469
